submission_id,QUD,RT,age,answer_category,comments,completions,condition,correct,education,endTime,experiment_id,gender,glb_condition,languages,min_chars,number,option1,option2,optionLeft,optionRight,picture,prolific_id,question,response,sentence_fragment,sentence_nr,startDate,startTime,timeSpent,trial_number,trial_type,trigger
7422,NA,5447,31,NA,,NA,NA,12,Graduated High School,1554582417878,51,male,competitive,English,0,NA,NA,NA,NA,NA,images/Plate1.png,5c57890153fba80001bd3ba1,Please type the number you see in the picture above into the textbox. Please write 'none' if you do not see anything?,12,NA,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,1,color_blindness_test,NA
7422,NA,9391,31,NA,,NA,NA,73,Graduated High School,1554582417878,51,male,competitive,English,0,NA,NA,NA,NA,NA,images/Plate13.png,5c57890153fba80001bd3ba1,Please type the number you see in the picture above into the textbox. Please write 'none' if you do not see anything?,73,NA,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,2,color_blindness_test,NA
7422,NA,4871,31,NA,,NA,NA,45,Graduated High School,1554582417878,51,male,competitive,English,0,NA,NA,NA,NA,NA,images/Plate9.png,5c57890153fba80001bd3ba1,Please type the number you see in the picture above into the textbox. Please write 'none' if you do not see anything?,45,NA,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,3,color_blindness_test,NA
7422,NA,22480,31,green|red|false,,<strong>some</strong> of the objects are <strong>lamps</strong>|<strong>some</strong> of the objects are <strong>yellow</strong>|<strong>all</strong> of the objects are <strong>clowns</strong>,some,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,08,NA,NA,NA,NA,images/08SOME.PNG,5c57890153fba80001bd3ba1,NA,false,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,1,sentence_completion,NA
7422,NA,9635,31,green|red|false,,<strong>some</strong> of the objects are <strong>beds</strong>|<strong>some</strong> of the objects are <strong>blue</strong>|<strong>all</strong> of the objects are <strong>clowns</strong>,some,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,10,NA,NA,NA,NA,images/10SOME.PNG,5c57890153fba80001bd3ba1,NA,green,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,2,sentence_completion,NA
7422,NA,9011,31,green|red|false,,all of the objects in the <strong>top row</strong> are <strong>blue</strong>|all of the objects in the <strong>top row</strong> are <strong>kites</strong>|<strong>all</strong> of the objects are <strong>clowns</strong>,ad_hoc,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,13,NA,NA,NA,NA,images/13HOC.PNG,5c57890153fba80001bd3ba1,NA,green,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,3,sentence_completion,NA
7422,NA,11299,31,green|red|false,,<strong>all</strong> of the objects are <strong>pink</strong>|<strong>all</strong> of the objects are <strong>green</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,all,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,31,NA,NA,NA,NA,images/31ALL.PNG,5c57890153fba80001bd3ba1,NA,false,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,4,sentence_completion,NA
7422,NA,7252,31,green|red|false,,<strong>all</strong> of the objects are <strong>drums</strong>|<strong>all</strong> of the objects are <strong>tents</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,all,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,32,NA,NA,NA,NA,images/32ALL.PNG,5c57890153fba80001bd3ba1,NA,red,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,5,sentence_completion,NA
7422,NA,6971,31,green|red|false,,<strong>none</strong> of the objects are <strong>blue</strong>|<strong>none</strong> of the objects are <strong>pink</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,none,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,23,NA,NA,NA,NA,images/23NONE.PNG,5c57890153fba80001bd3ba1,NA,red,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,6,sentence_completion,NA
7422,NA,19255,31,green|red|false,,<strong>six</strong> of the objects are <strong>green</strong>|<strong>six</strong> of the objects are <strong>toasters</strong>|<strong>eight</strong> of the objects are <strong>clowns</strong>,number,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,04,NA,NA,NA,NA,images/04NUM.PNG,5c57890153fba80001bd3ba1,NA,red,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,7,sentence_completion,NA
7422,NA,7071,31,green|red|false,,<strong>none</strong> of the objects are <strong>kettles</strong>|<strong>none</strong> of the objects are <strong>bananas</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,none,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,22,NA,NA,NA,NA,images/22NONE.PNG,5c57890153fba80001bd3ba1,NA,red,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,8,sentence_completion,NA
7422,NA,16320,31,green|red|false,,<strong>all</strong> of the objects are <strong>trumpets</strong>|<strong>all</strong> of the objects are <strong>carrots</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,all,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,34,NA,NA,NA,NA,images/34ALL.PNG,5c57890153fba80001bd3ba1,NA,green,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,9,sentence_completion,NA
7422,NA,13959,31,green|red|false,,<strong>five</strong> of the objects are <strong>blue</strong>|<strong>five</strong> of the objects are <strong>spoons</strong>|<strong>seven</strong> of the objects are <strong>clowns</strong>,number,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,03,NA,NA,NA,NA,images/03NUM.PNG,5c57890153fba80001bd3ba1,NA,false,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,10,sentence_completion,NA
7422,NA,5694,31,green|red|false,,<strong>none</strong> of the objects are <strong>pans</strong>|<strong>none</strong> of the objects are <strong>jars</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,none,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,24,NA,NA,NA,NA,images/24NONE.PNG,5c57890153fba80001bd3ba1,NA,red,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,11,sentence_completion,NA
7422,NA,7855,31,green|red|false,,<strong>five</strong> of the objects are <strong>pumpkins</strong>|<strong>five</strong> of the objects are <strong>blue</strong>|<strong>seven</strong> of the objects are <strong>clowns</strong>,number,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,01,NA,NA,NA,NA,images/01NUM.PNG,5c57890153fba80001bd3ba1,NA,green,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,12,sentence_completion,NA
7422,NA,5799,31,green|red|false,,<strong>all</strong> of the objects are <strong>blue</strong>|<strong>all</strong> of the objects are <strong>pink</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,all,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,35,NA,NA,NA,NA,images/35ALL.PNG,5c57890153fba80001bd3ba1,NA,red,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,13,sentence_completion,NA
7422,NA,5327,31,green|red|false,,<strong>none</strong> of the objects are <strong>green</strong>|<strong>none</strong> of the objects are <strong>pink</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,none,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,19,NA,NA,NA,NA,images/19NONE.PNG,5c57890153fba80001bd3ba1,NA,red,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,14,sentence_completion,NA
7422,NA,6479,31,green|red|false,,<strong>none</strong> of the objects are <strong>blue</strong>|<strong>none</strong> of the objects are <strong>yellow</strong>|<strong>some</strong> of the objects are <strong>clowns</strong>,none,NA,Graduated High School,1554582417878,51,male,competitive,English,NA,27,NA,NA,NA,NA,images/27NONE.PNG,5c57890153fba80001bd3ba1,NA,green,The <strong>green</strong> card is the card where,NA,Sat Apr 06 2019 15:11:19 GMT-0500 (Central Daylight Time),1554581479761,15.635283333333334,15,sentence_completion,NA
